,start_time,end_time,date,MF_s_Kg/min_mean,MF_s_Kg/min_std,MF_s_liq_Kg/min_mean,MF_s_liq_Kg/min_std,MF_m_Kg/min_mean,MF_m_Kg/min_std,Pm_bar_mean,Pm_bar_std,Tm_degC_mean,Tm_degC_std,Ps_bar_mean,Ps_bar_std,Ts_degC_mean,Ts_degC_std,DP_bar_mean,DP_bar_std,inlet_quality_mean,inlet_quality_std,ER,Po,eff
115,13:55,14:02,21.01,0.43856044303797465,0.06610454586074278,0.008000000000000002,1.7458080838158182e-18,2.795926582278481,0.0189651076971447,94.90305569620254,0.828249935916292,12.352437215189873,0.08285995002283329,29.354234177215197,0.43239301207797687,5.416599050632912,0.6136039767444158,5.390760759493672,0.1283984307933123,0.9818406139240503,0.001685461347611041,0.159718229322767,34.74499493670887,0.16147751149564893
116,09:50,09:58,11.02,2.5860636363636362,0.04431795757519027,0.008000000000000002,1.7446646661074256e-18,2.5585823863636366,0.018324681929109455,89.89072613636364,0.778032076946262,14.477237386363635,0.1786951952636997,34.01439772727272,0.19706280227570203,13.092035113636364,0.062162888437053164,1.4206121590909093,0.049318660103100986,0.9969151306818183,5.291621083982915e-05,1.0138675425067813,35.43500988636363,0.2622572437443775
117,10:01,10:07,11.02,2.0274213235294125,0.027704243325204273,0.008,0.0,2.568472058823529,0.020413416319843038,90.15520588235293,0.810909873506271,14.913484558823527,0.11112208415238449,33.116698529411764,0.18234472314138053,11.943015882352942,0.039320417325008405,2.1951617647058828,0.03546339095929589,0.9960688750000001,5.4715850455280066e-05,0.7924638761543403,35.31186029411764,0.3175048004132821
118,10:11,10:19,11.02,1.3156079545454546,0.013535697559110238,0.008000000000000002,1.7446646661074256e-18,2.586551136363636,0.018384604343165915,90.17500568181818,0.6494730009267996,14.778900227272727,0.054256974571044114,32.093323863636364,0.3331596476215142,10.55682590909091,0.07183639678194002,3.2415971590909085,0.04702457193212595,0.9939552965909091,6.153178684909345e-05,0.5117269617975851,35.33492102272727,0.3094757476091094
119,10:21,10:28,11.02,0.3822103164556962,0.005938548738245785,0.008000000000000002,1.7458080838158182e-18,2.6277177215189877,0.02086382748457411,89.8124341772152,0.8293235180935711,14.591120379746837,0.07451203988829919,30.063759493670894,0.5391113287146342,9.303286518987342,0.2651171776356811,4.9641436708860756,0.06820049832845262,0.9794933911392405,0.0003221840428770242,0.1484978060086796,35.02790316455697,0.14539980266731148
120,10:38,10:45,11.02,2.8116737179487177,0.03158529240622833,0.008000000000000002,1.745951576857101e-18,2.662873717948718,0.018979244857158715,94.62580128205128,0.8062129654022877,14.85964435897436,0.08027120074512567,34.14432051282052,0.09449623693321765,11.201690128205128,0.06455493101355748,1.422033846153846,0.02747644111204755,0.9971624358974356,3.212411795488114e-05,1.0588837536467133,35.566354358974365,0.24932045514088352
121,10:48,10:55,11.02,1.995217088607595,0.027851323319474305,0.008000000000000002,1.7458080838158182e-18,2.689946835443038,0.018610293784058998,94.80851139240508,0.8735336704043462,14.590929240506327,0.0975615699846887,32.65653164556962,0.3049673410611767,9.474448303797468,0.10075891585635256,2.5545911392405065,0.0409210056393003,0.9960056658227846,5.533111955582922e-05,0.7447050856964845,35.21112278481013,0.32343880150053095
122,10:58,11:04,11.02,1.3629321428571428,0.011850610073313977,0.008,0.0,2.720310714285714,0.014553474342040476,95.3234,0.5991491140522243,14.374996714285713,0.12536099255456234,31.653278571428576,0.3012041369949239,8.224587414285716,0.09614700612407535,3.5619192857142856,0.038067770701067684,0.9941640971428571,5.065934244763095e-05,0.503961601025093,35.21519785714286,0.3103542601186714
123,11:06,11:12,11.02,0.5270007246376813,0.005417010875023176,0.008,0.0,2.7515253623188403,0.020004519017381907,95.10286376811592,0.8667426765450157,14.358582463768117,0.07595811162595979,29.83215217391304,0.3753027925041071,7.053769623188407,0.3276147842042228,5.132102173913043,0.06996584956604698,0.9850452318840581,0.00015202177716749284,0.19443786779665043,34.964254347826085,0.1808660657979625
124,14:29,14:35,8.02,0.020444380597014925,0.002470319490884137,6.222901492537314,0.06491047796198804,2.0159052238805972,0.010395618010140347,95.37743880597016,0.22248509923222012,32.669158955223885,0.08402854298850289,35.622850746268654,0.09206466003968386,1.0668033597014928,0.09962537832296983,2.2413223880597015,0.024322103495651618,0.0032741587761194032,0.00038676056480309984,3.0970433526214842,37.864173134328354,0.6446411369636759
125,14:21,14:28,8.02,1.0773296351351351,0.12416099233353692,3.4123486486486483,0.36529081236856825,1.9544358108108109,0.01652506506374416,94.6455945945946,0.3280870465400415,33.179159459459456,0.10404073684375517,35.75557432432433,0.22556455326112995,1.182801131081081,0.2551991965780193,1.8723040540540545,0.048656499204590906,0.24151329135135136,0.029338594994609057,2.297173567404708,37.627878378378384,0.3902172355275589
126,14:03,14:10,8.02,1.583335625,0.012590804846912601,2.3171,0.0772645627582778,1.9370843750000002,0.018825683697890973,95.32328375,0.22300170825465332,33.835168124999996,0.21728223555745407,35.930381249999996,0.18716702490985818,1.3939950374999999,0.20740647490176337,1.82559,0.026259004965385722,0.4060895125,0.008339195363081454,2.0135600056141074,37.755971249999995,0.32403173928775575
127,13:02,13:07,8.02,1.9259745614035089,0.031237016049539656,1.6323736842105263,0.047153423774782356,1.9801377192982457,0.03928194591746514,95.36401929824561,0.5097316119567922,33.23286122807017,0.3725838234644565,36.273210526315786,0.10747071641716203,1.7563702631578948,0.11267602234480666,1.9267657894736845,0.05886807751075306,0.5413176017543859,0.007423532942067486,1.7970205864646134,38.19997631578947,0.3128582019236626
128,13:10,13:16,8.02,1.9407615942028986,0.032115916139508864,1.3955968115942028,0.069251431976971,1.9232108695652173,0.022333303853157106,94.78684927536233,0.42668987106051987,33.69326855072463,0.14755848614418238,37.030050724637675,0.10342804919247628,2.561741507246377,0.11812679907844083,2.089565217391305,0.01992400138531529,0.581887343478261,0.013660960727373701,1.7347855394303986,39.11961594202898,0.32437621544836515
129,13:47,13:53,8.02,2.1071022058823528,0.024242720762877062,0.8380061764705884,0.04924949218707551,1.9351257352941176,0.01619931704071506,94.816475,0.30168516126891454,33.56890176470587,0.18200535310268565,36.02475735294118,0.2085424988478951,1.5118728235294119,0.23140154867881388,2.1035625,0.03632856013822207,0.7156540573529413,0.011068112599073341,1.5219209422096376,38.12831985294118,0.2876880973228102
